season,site,niche,quad,blank_corrected_ppm,dry_mass,sample_area_cm2,sample_depth_cm,moist
fall,BiscBas,Moss,1,-2.6170256,3.04,4.909,2,4.276
fall,BiscBas,Lichen,4,-8.8517632,5.02,4.909,2,4.183
fall,GibFalls,Wood,2,-1.691092,1.44,4.909,2,4.167
fall,GibFalls,Lichen,6,-7.8433032,2.44,4.909,2,4.098
summer,FounEast,Litter,9,-1.655528,0.98,4.909,2,4.082
fall,BiscBas,Moss,4,-3.1286016,6.75,4.909,2,4
fall,BiscBas,Moss,8,-2.5746016,4.29,4.909,2,3.963
fall,BiscBas,Lichen,6,-8.6250432,2.81,4.909,2,3.915
summer,GibFalls,Litter,7,-2.791992,1.29,4.909,2,3.876
fall,FirLopSo,Litter,1,-3.2323568,1.31,4.909,2,3.817
fall,BiscBas,Soil,5,-3.9797712,4.73,4.909,2,3.805
summer,GravPit,Soil,9,-1.5247288,2.9,4.909,2,3.793
summer,FounEast,Lichen,8,-1.6419272,0.53,4.909,2,3.774
fall,GibFalls,Moss,8,-2.1469016,1.6,4.909,2,3.75
summer,FounEast,Wood,NW,-1.4108168,1.07,4.909,2,3.738
fall,BiscBas,Soil,2,-3.8673872,5.63,4.909,2,3.73
fall,FirLopSo,Moss,7,-3.2500816,8.06,4.909,2,3.722
fall,GravPit,Moss,7,-1.9171976,4.11,4.909,2,3.65
fall,GibFalls,Soil,5,-2.1084872,8.03,4.909,2,3.611
fall,GibFalls,Soil,2,-1.2207512,11.14,4.909,2,3.591
fall,GibFalls,Soil,6,-2.7366712,11.73,4.909,2,3.581
summer,FounEast,Litter,8,-1.966368,1.12,4.909,2,3.571
summer,FounEast,Lichen,6,-1.5619832,0.56,4.909,2,3.571
fall,BiscBas,Lichen,1,-8.9443712,3.37,4.909,2,3.561
fall,BiscBas,Soil,6,-3.7196912,16.38,4.909,2,3.541
fall,BiscBas,Soil,7,-3.2890192,7.73,4.909,2,3.493
summer,BiscBas,Soil,NE,-2.4017448,7.28,4.909,2,3.434
summer,FounEast,Lichen,NW,-1.8734552,0.3,4.909,2,3.333
summer,GibFalls,Moss,SW,34.502052,0.93,4.909,2,3.226
summer,FounEast,Litter,6,-1.766408,0.63,4.909,2,3.175
fall,BiscBas,Lichen,7,-8.8566352,4.51,4.909,2,3.104
summer,GibFalls,Moss,6,-2.621804,0.65,4.909,2,3.077
fall,FirLopSo,Moss,1,-0.0006576,6.07,4.909,2,2.965
summer,BiscBas,Wood,SE,-1.6425848,1.69,4.909,2,2.959
summer,FirLopSo,Soil,NE,-3.6632848,8.13,4.909,2,2.952
summer,FounEast,Lichen,7,-1.8411112,0.34,4.909,2,2.941
summer_wet,GibFalls,Soil,SW,-1.724256,6.46,4.909,2,2.941
fall,FounEast,Lichen,3,-7.8450472,4.1,4.909,2,2.927
fall,BiscBas,Soil,3,-3.4881072,6.85,4.909,2,2.92
summer,FounEast,Wood,9,-1.5858648,1.38,4.909,2,2.899
summer,BiscBas,Wood,8,-1.8968328,1.595,4.909,2,2.821
fall,BiscBas,Soil,4,-3.7271552,11.02,4.909,2,2.813
fall,BiscBas,Soil,1,-3.6773152,11.44,4.909,2,2.797
fall,GravPit,Soil,8,-3.2831752,12.88,4.909,2,2.717
fall,GravPit,Moss,5,-1.6855896,2.21,4.909,2,2.715
summer,GravPit,Wood,NW,-1.5392648,1.48,4.909,2,2.703
summer,FounEast,Wood,SE,-1.7009448,1.12,4.909,2,2.679
fall,GibFalls,Soil,7,-2.5023752,10.06,4.909,2,2.584
summer,GravPit,Soil,NW,-1.9326008,11.08,4.909,2,2.527
summer,GravPit,Soil,7,-2.5115608,7.19,4.909,2,2.503
fall,GravPit,Lichen,8,-7.7657592,1.2,4.909,2,2.5
summer,FirLopSo,Soil,7,-3.2380048,8.11,4.909,2,2.466
summer,FirLopSo,Soil,SW,-1.3551488,8.87,4.909,2,2.368
summer,FounEast,Wood,8,-1.6982808,0.85,4.909,2,2.353
fall,BiscBas,Moss,2,4.7846144,4.72,4.909,2,2.331
summer,GibFalls,Soil,NE,-2.4450648,9.48,4.909,2,2.321
fall,FirLopSo,Soil,1,-3.5570272,12.66,4.909,2,2.291
fall,GravPit,Lichen,2,-7.5187112,1.31,4.909,2,2.29
summer,FounEast,Lichen,9,-1.2985592,0.88,4.909,2,2.273
summer,FirLopSo,Soil,9,-3.0398448,10.63,4.909,2,2.258
fall,GravPit,Soil,2,-2.3662392,12.24,4.909,2,2.206
summer,GibFalls,Soil,6,-3.1012088,9.16,4.909,2,2.183
fall,GibFalls,Lichen,3,-8.2826952,3.73,4.909,2,2.145
fall,BiscBas,Soil,8,-3.3621952,9.33,4.909,2,2.144
summer,GravPit,Litter,7,-2.770152,1.4,4.909,2,2.143
summer,BiscBas,Soil,SW,-1.7796408,13.17,4.909,2,2.126
summer,BiscBas,Soil,6,-2.2623048,6.3,4.909,2,2.063
fall,GibFalls,Lichen,4,-8.1188632,2.94,4.909,2,2.041
summer_wet,BiscBas,Soil,6,-1.607816,11.47,4.909,2,2.005
summer,GibFalls,Litter,SW,-2.26248,1.01,4.909,2,1.98
summer,GravPit,Wood,6,-1.6433448,1.01,4.909,2,1.98
summer,FounEast,Lichen,SE,-1.6366472,0.51,4.909,2,1.961
summer,GravPit,Wood,7,-1.7853848,1.54,4.909,2,1.948
summer,GravPit,Litter,SE,-2.383744,1.03,4.909,2,1.942
summer,GravPit,Litter,9,-2.795096,1.03,4.909,2,1.942
summer,BiscBas,Litter,NE,-2.327664,1.59,4.909,2,1.887
fall,GibFalls,Soil,3,-2.9167992,10.77,4.909,2,1.857
fall,FirLopSo,Lichen,4,-8.8721952,1.63,4.909,2,1.84
summer,GibFalls,Litter,6,-2.213088,8.34,4.909,2,1.799
summer,GravPit,Lichen,9,-2.6742472,0.56,4.909,2,1.786
summer,GravPit,Litter,NW,-2.32028,1.13,4.909,2,1.77
summer,FounEast,Soil,9,-2.0126408,9.06,4.909,2,1.766
summer,FirLopSo,Lichen,SW,1.1175088,1.17,4.909,2,1.709
fall,FirLopSo,Lichen,7,-8.8043312,9.59,4.909,2,1.668
summer,FounEast,Litter,NE,-2.112032,0.63,4.909,2,1.587
summer,GravPit,Soil,SW,-2.3945848,7.66,4.909,2,1.567
fall,GravPit,Moss,8,-2.5552216,2.57,4.909,2,1.556
summer,GravPit,Wood,8,-2.2494488,1.29,4.909,2,1.55
summer,GravPit,Soil,6,-2.5237848,5.43,4.909,2,1.473
summer,GibFalls,Wood,9,-1.9979368,0.68,4.909,2,1.471
summer,GibFalls,Litter,SE,-2.821528,2.05,4.909,2,1.463
summer,GibFalls,Wood,6,-2.1064008,1.38,4.909,2,1.449
summer,GravPit,Lichen,8,-1.9679432,1.38,4.909,2,1.449
summer,GravPit,Lichen,8,-2.0187032,1.38,4.909,2,1.449
fall,FirLopSo,Moss,2,6.2400464,4.9,4.909,2,1.429
summer,GravPit,Lichen,SE,-2.5011432,1.45,4.909,2,1.379
summer,BiscBas,Litter,SE,-2.821528,1.54,4.909,2,1.299
summer,BiscBas,Lichen,SE,-1.7260552,1.56,4.909,2,1.282
summer,FirLopSo,Moss,NW,-3.644232,1.61,4.909,2,1.242
summer,GravPit,Soil,8,-2.2949928,10.48,4.909,2,1.24
summer,BiscBas,Soil,7,-2.8876888,9.36,4.909,2,1.175
summer,BiscBas,Soil,8,-2.3074088,8.07,4.909,2,1.115
summer,GravPit,Litter,NW,-2.32028,0.9,4.909,2,1.111
summer,FounEast,Wood,NE,-1.8617688,0.93,4.909,2,1.075
summer,GravPit,Lichen,7,-1.8095672,0.93,4.909,2,1.075
summer,GravPit,Litter,6,-2.823088,0.94,4.909,2,1.064
summer,GibFalls,Lichen,6,-2.2925752,0.95,4.909,2,1.053
summer,FirLopSo,Soil,SE,-1.7052528,12.76,4.909,2,1.019
summer,GibFalls,Soil,9,-2.9517528,8.18,4.909,2,0.978
summer,GibFalls,Litter,8,-2.357848,1.05,4.909,2,0.952
summer,GibFalls,Soil,NW,-1.7374248,14.83,4.909,2,0.944
summer,GravPit,Moss,SE,-2.641332,1.11,4.909,2,0.901
summer,GravPit,Lichen,6,-1.9038472,1.15,4.909,2,0.87
summer,BiscBas,Soil,9,-2.8197848,10.39,4.909,2,0.866
summer,GibFalls,Soil,8,-2.7427848,8.14,4.909,2,0.86
summer,FirLopSo,Lichen,NE,32.1793008,1.17,4.909,2,0.855
fall,FirLopSo,Lichen,1,-8.9318832,2.41,4.909,2,0.83
summer,GibFalls,Lichen,SW,-2.1279832,1.24,4.909,2,0.806
summer,BiscBas,Wood,7,-1.9671928,2.52,4.909,2,0.794
summer,GibFalls,Litter,NE,-2.327664,1.27,4.909,2,0.787
summer,GibFalls,Soil,7,-2.6929528,10.18,4.909,2,0.786
summer,GravPit,Litter,8,-2.147512,1.32,4.909,2,0.758
summer,BiscBas,Litter,6,-2.34556,1.34,4.909,2,0.746
summer,GravPit,Soil,NE,-2.2788568,9.41,4.909,2,0.744
summer,GravPit,Lichen,6,-1.9038472,1.41,4.909,2,0.709
summer,GibFalls,Moss,SE,-2.526916,1.996,4.909,2,0.701
summer,GravPit,Moss,8,-2.844876,1.48,4.909,2,0.676
summer,GibFalls,Wood,SW,-2.1093688,1.49,4.909,2,0.671
summer,FirLopSo,Soil,NW,-3.6632848,13.64,4.909,2,0.66
summer,GravPit,Wood,SW,-1.9947768,1.59,4.909,2,0.629
fall,GravPit,Moss,6,-1.9125976,6.48,4.909,2,0.617
fall,FirLopSo,Moss,4,-3.2907216,3.59,4.909,2,0.557
summer,FirLopSo,Soil,8,-3.7806848,9,4.909,2,0.556
summer,GibFalls,Lichen,NE,-2.5251512,1.85,4.909,2,0.541
summer,BiscBas,Moss,9,-2.889924,1.94,4.909,2,0.515
summer,BiscBas,Lichen,6,-1.9296392,1.204,4.909,2,0.498
summer,FirLopSo,Soil,6,-2.2933248,10.85,4.909,2,0.461
summer,GibFalls,Lichen,NW,-1.7263752,2.32,4.909,2,0.431
summer,GravPit,Lichen,NE,2.5351288,2.54,4.909,2,0.394
summer,BiscBas,Lichen,SW,-1.8784632,2.61,4.909,2,0.383
summer,FirLopSo,Moss,SE,-3.213584,2.81,4.909,2,0.356
summer,FirLopSo,Moss,NE,-2.88008,2.82,4.909,2,0.355
summer,GravPit,Moss,6,-2.629404,3.05,4.909,2,0.328
summer,GibFalls,Moss,NW,-2.292036,3.39,4.909,2,0.295
summer,BiscBas,Lichen,9,-2.1405192,1.32,4.909,2,0
summer,BiscBas,Lichen,NW,-2.6416072,1.43,4.909,2,0
summer,BiscBas,Litter,9,-0.981592,1.17,4.909,2,0
summer,BiscBas,Litter,SW,-2.26248,1.07,4.909,2,0
summer,BiscBas,Wood,9,-2.3439768,1.97,4.909,2,0
summer,BiscBas,Lichen,8,0.4282808,1.84,4.909,2,0
summer,BiscBas,Moss,NE,1.986044,1.75,4.909,2,0
summer,BiscBas,Moss,SE,0.238612,4.1,4.909,2,0
summer,BiscBas,Moss,SW,-0.379964,2.8,4.909,2,0
summer,BiscBas,Moss,NW,-0.776916,2.24,4.909,2,0
summer,BiscBas,Moss,7,-2.3913,2.83,4.909,2,0
summer,BiscBas,Moss,6,-2.797212,3.11,4.909,2,0
summer,BiscBas,Moss,8,-2.831916,2.3,4.909,2,0
summer,FirLopSo,Lichen,6,-2.8533472,3.46,4.909,2,0
summer,FirLopSo,Lichen,9,-3.1113872,1.8,4.909,2,0
summer,FirLopSo,Wood,7,-2.9106048,2.13,4.909,2,0
summer,FirLopSo,Wood,9,-3.1059168,2.3,4.909,2,0
summer,FirLopSo,Lichen,SE,-1.5489392,1.33,4.909,2,0
summer,FirLopSo,Lichen,7,-3.2092992,1.02,4.909,2,0
summer,FirLopSo,Moss,SW,-2.609552,4.88,4.909,2,0
summer,FirLopSo,Moss,6,-3.645968,1.27,4.909,2,0
summer,FirLopSo,Moss,9,-3.794104,2.76,4.909,2,0
summer,FirLopSo,Moss,8,-4.066792,3.2,4.909,2,0
summer,FounEast,Lichen,NE,-1.0164232,0.52,4.909,2,0
summer,FounEast,Moss,NW,-2.154268,0.33,4.909,2,0
summer,FounEast,Moss,SE,-2.378884,0.1,4.909,2,0
summer,GibFalls,Lichen,9,-2.6423832,1.55,4.909,2,0
summer,GibFalls,Wood,SE,-2.0834408,0.98,4.909,2,0
summer,GibFalls,Wood,8,-2.0982328,1.29,4.909,2,0
summer,GibFalls,Soil,SW,-2.4583848,0.76,4.909,2,0
summer,GibFalls,Moss,NE,-0.284868,0.94,4.909,2,0
fall,GravPit,Moss,3,-1.8653736,3.09,4.909,2,0
fall,GravPit,Moss,2,-2.2580696,2.23,4.909,2,0
summer,GravPit,Wood,SE,-2.1323528,1.3,4.909,2,0
summer,GravPit,Wood,9,-2.5935768,1.68,4.909,2,0
summer,GravPit,Litter,SW,-2.683992,0.85,4.909,2,0
summer,GravPit,Lichen,SW,-1.8824392,1.01,4.909,2,0
summer,GravPit,Moss,9,-2.970084,1.08,4.909,2,0
summer,GravPit,Moss,NE,-2.52134,1.31,4.909,2,0
summer,GravPit,Moss,7,-2.62938,3.79,4.909,2,0
summer,GibFalls,Litter,9,-2.452024,2.16,4.909,2,-0.463
summer,FirLopSo,Wood,NE,-2.9761968,2.09,4.909,2,-0.478
summer,BiscBas,Wood,NW,-1.6976408,2.05,4.909,2,-0.488
summer,BiscBas,Wood,6,-2.1096648,1.99,4.909,2,-0.503
summer,FirLopSo,Lichen,NW,243.0786848,1.97,4.909,2,-0.508
summer,GibFalls,Lichen,SE,-2.4047832,1.92,4.909,2,-0.521
summer,BiscBas,Wood,NE,-1.9318808,1.8,4.909,2,-0.556
summer,GibFalls,Lichen,7,-1.2944792,1.79,4.909,2,-0.559
summer,GibFalls,Wood,NW,-0.5734168,1.65,4.909,2,-0.606
summer,GravPit,Lichen,NW,-1.6771832,1.51,4.909,2,-0.662
summer,FirLopSo,Moss,7,-3.594832,3.01,4.909,2,-0.664
summer,FirLopSo,Litter,SW,-3.644052,1.48,4.909,2,-0.676
summer,FirLopSo,Wood,SW,-2.6841328,1.43,4.909,2,-0.699
summer,FirLopSo,Litter,NW,-3.387596,1.36,4.909,2,-0.735
summer,FirLopSo,Lichen,8,-3.3246192,1.26,4.909,2,-0.794
summer,FounEast,Litter,SE,-2.153848,1.93,4.909,2,-1.036
summer,GibFalls,Wood,7,-1.1556568,1.58,4.909,2,-1.266
summer,FirLopSo,Wood,8,-3.1322208,2.05,4.909,2,-1.463
summer,GravPit,Wood,NE,-1.9005368,1.34,4.909,2,-1.493
summer,GibFalls,Lichen,8,-2.0571832,1.97,4.909,2,-1.523
summer,BiscBas,Lichen,NE,-1.6701432,0.55,4.909,2,-1.818
summer,BiscBas,Litter,8,-2.416664,1.07,4.909,2,-1.869158879
summer,FirLopSo,Wood,6,-3.0404528,2.07,4.909,2,-1.932
summer,BiscBas,Lichen,7,-1.3969352,1.03,4.909,2,-1.942
summer,GravPit,Moss,SW,13.911332,0.51,4.909,2,-1.961
summer,GibFalls,Litter,NW,-2.238832,1.01,4.909,2,-1.98
summer,FirLopSo,Litter,NE,-3.595116,1.44,4.909,2,-2.083
summer,FounEast,Litter,9,-1.655528,1.38,4.909,2,-2.174
summer,FirLopSo,Litter,7,-3.417484,1.37,4.909,2,-2.19
summer,FirLopSo,Wood,SE,-2.8337888,1.32,4.909,2,-2.273
summer,FirLopSo,Wood,NW,-3.1695488,1.72,4.909,2,-2.326
summer,BiscBas,Litter,NW,-2.294288,1.304,4.909,2,-2.607
summer,BiscBas,Litter,7,-2.330608,1.43,4.909,2,-2.797202797
summer,FirLopSo,Litter,8,-3.447764,1.32,4.909,2,-3.03
summer,FirLopSo,Litter,6,-3.157524,0.86,4.909,2,-3.488
summer,FounEast,Moss,8,-2.317244,0.28,4.909,2,-3.571
summer,FounEast,Moss,NE,-0.554756,1.69,4.909,2,-73.964
summer_wet,BiscBas,Moss,NW,-0.880642,-1.09,4.909,2,-256.881
summer,BiscBas,Soil,NW,-2.3015928,0,4.909,2,
